canonicalName,photo
Polygala dimorphotricha,no
Polygala eriocephala,no
Polygala exsquarrosa,yes
Polygala gabrielae,no
Polygala galeocephala,no
Polygala geniculata,no
Polygala glaucoides,no
Polygala kimberleyensis,no
Polygala macrobotrya,no
Polygala pendulina,no
Polygala persicariifolia,no
Polygala petrophila,no
Polygala polifolia,no
Polygala praecox,no
Polygala pterocarpa,no
Polygala pycnantha,no
Polygala rhinanthoides,no
Polygala rhynchocarpa,no
Polygala saccopetala,no
Polygala scorpioides,no
Polygala succulenta,no
Polygala tepperi,no
Polygala validiflora,no
Polygala wightiana,yes
Allocasuarina anfractuosa,no
Allocasuarina brachystachya,no
Allocasuarina drummondiana,no
Allocasuarina filidens,yes
Allocasuarina globosa,no
Allocasuarina hystricosa,no
Allocasuarina ophiolitica,no
Allocasuarina robusta,no
Erodium janszii,no
Geranium aequale,no
Geranium graniticola,no
Geranium obtusisepalum,no
Pelargonium drummondii,no
Baileyoxylon lanceolatum,no
Mammea odorata,no
Bergia barklyana,no
Bergia diacheiron,no
Bergia occultipetala,no
Bergia pusilla,no
Elatine macrocalyx,yes
Acalypha lanceolata,no
Amperea conferta,no
Amperea volubilis,no
Bertya calycina,no
Bertya dimerostigma,no
Bertya ernestiana,no
Bertya granitica,no
Bertya lapicola,no
Bertya linearifolia,no
Bertya oblonga,no
Bertya riparia,no
Bertya virgata,no
Beyeria brevifolia,no
Beyeria calycina,no
Beyeria cinerea,no
Beyeria disciformis,no
Beyeria lapidicola,no
Beyeria latifolia,no
Beyeria minor,no
Beyeria physaphylla,no
Beyeria rostellata,no
Beyeria similis,no
Beyeria simplex,no
Beyeria subtecta,no
Beyeria sulcata,no
Calycopeplus marginatus,no
Calycopeplus oligandrus,no
Croton aridus,yes
Croton armstrongii,no
Croton brachypus,no
Croton byrnesii,no
Croton choristadenius,no
Croton dichromifolius,no
Croton lucens,no
Croton minimus,no
Croton rarus,no
Croton schultzii,no
Croton simulans,no
Croton tomentellus,no
Croton waterhouseae,no
Euphorbia accedens,no
Euphorbia albrechtii,no
Euphorbia armstrongiana,no
Euphorbia cinerea,no
Euphorbia clementii,no
Euphorbia crassimarginata,no
Euphorbia fitzroyensis,no
Euphorbia gregoriensis,no
Euphorbia hassallii,no
Euphorbia kimberleyensis,no
Euphorbia laciniloba,no
Euphorbia macdonaldii,no
Euphorbia maconochieana,no
Euphorbia obliqua,no
Euphorbia operta,no
Euphorbia ophiolitica,no
Euphorbia papillata,no
Euphorbia papillifolia,no
Euphorbia petala,no
Euphorbia philochalix,no
Euphorbia psilosperma,no
Euphorbia thelephora,no
Euphorbia vaccaria,no
Euphorbia verrucitesta,no
Euphorbia vicina,no
Euphorbia victoriensis,no
Excoecaria ovalis,yes
Fontainea fugax,no
Mallotus pleiogynus,no
Mallotus surculosus,yes
Monotaxis paxii,no
Monotaxis tenuis,no
Omphalea papuana,yes
Pimelodendron amboinicum,no
Pseudanthus micranthus,no
Ricinocarpos brevis,no
Ricinocarpos crispatus,no
Ricinocarpos graniticus,no
Ricinocarpos marginatus,no
Ricinocarpos oliganthus,no
Ricinocarpos pilifer,no
Ricinocarpos psilocladus,no
Ricinocarpos rosmarinifolius,no
Ricinocarpos ruminatus,no
Ricinocarpos stylosus,no
Ricinocarpos verrucosus,no
Shonia carinata,no
Shonia territorialis,no
Hypericum pusillum,no
Linum albidum,yes
Stigmaphyllon mariae,no
Actephila bella,no
Actephila flavescens,no
Bridelia finalis,no
Glochidion barronense,no
Glochidion perakense,no
Glochidion pruinosum,no
Phyllanthus armstrongii,no
Phyllanthus baeckeoides,no
Phyllanthus cauticola,no
Phyllanthus eremicus,no
Phyllanthus hamelinii,no
Phyllanthus involutus,no
Phyllanthus minutiflorus,yes
Phyllanthus oblanceolatus,no
Phyllanthus praelongipes,no
Phyllanthus prominulatus,no
Phyllanthus sauropodoides,yes
Phyllanthus simplex,yes
Phyllanthus sulcatus,no
Phyllanthus trachygyne,no
Poranthera coerulea,yes
Poranthera dissecta,no
Poranthera drummondii,no
Poranthera florosa,no
Poranthera moorokatta,no
Sauropus bacciformis,no
Sauropus crassifolius,no
Sauropus decrescentifolius,no
Sauropus dunlopii,no
Sauropus filicinus,no
Sauropus gracilis,no
Sauropus huntii,no
Sauropus ochrophyllus,no
Sauropus rigidulus,no
Sauropus rimophilus,no
Sauropus stenocladus,no
Synostemon aphyllus,no
Synostemon hamersleyensis,no
Synostemon judithae,no
Synostemon podenzanae,no
Synostemon rhytidospermus,yes
Synostemon salignus,no
Synostemon spinosus,no
Synostemon umbrosus,no
Stachystemon mucronatus,no
Malaccotristicha australis,no
Drypetes acuminata,no
Casearia grayi,no
Xylosma ovata,no
Xylosma parvifolia,no
Afrohybanthus bennettiae,no
Hybanthus volubilis,no
Melicytus novae-zelandiae,no
Pilostyles collina,no
Cochlospermum arafuricum,no
Cochlospermum macnamarae,no
Abutilon amplum,no
Abutilon fugax,no
Abutilon geranioides,no
Abutilon persicum,no
Abutilon tubulosum,no
Althaea australis,no
Androcalva aphrix,no
Androcalva argentea,no
Androcalva beeronensis,no
Androcalva incilis,no
Androcalva inglewoodensis,no
Androcalva lachna,no
Androcalva leiperi,no
Androcalva multiloba,no
Androcalva pearnii,no
Androcalva reticulata,no
Berrya rotundifolia,no
Brachychiton chrysocarpus,no
Brachychiton multicaulis,no
Brachychiton xanthophyllus,no
Brownlowia argentata,no
Commersonia corniculata,yes
Commersonia gilva,no
Commersonia grandiflora,no
Commersonia parviflora,yes
Commersonia rotundifolia,no
Corchorus aulacocarpus,no
Corchorus capsularis,no
Corchorus carnarvonensis,no
Corchorus hygrophilus,yes
Corchorus leptocarpus,no
Corchorus macropetalus,no
Corchorus macropterus,no
Corchorus mitchellensis,no
Corchorus obclavatus,no
Corchorus puberulus,no
Corchorus sublatus,no
Corchorus tomentellus,no
Decaschistia byrnesii,no
Decaschistia occidentalis,no
Gilesia biniflora,no
Gossypium anapoides,no
Gossypium costulatum,no
Gossypium enthyle,no
Gossypium exiguum,no
Gossypium londonderriense,no
Gossypium marchantii,no
Gossypium nobile,no
Gossypium pilosum,no
Gossypium pulchellum,no
Grewia abutilifolia,no
Grewia insularis,no
Grewia orbifolia,no
Guichenotia alba,no
Guichenotia astropletha,no
Guichenotia glandulosa,no
Guichenotia impudica,no
Guichenotia tuberculata,no
Helicteres rhynchocarpa,no
Hibiscus aneuthe,no
Hibiscus arenicola,no
Hibiscus bacalusius,no
Hibiscus byrnesii,no
Hibiscus calcicola,no
Hibiscus campanulatus,no
Hibiscus cravenii,no
Hibiscus fluvialis,no
Hibiscus haynaldii,yes
Hibiscus inimicus,no
Hibiscus kenneallyi,no
Hibiscus kirstyae,no
Hibiscus lobatus,no
Hibiscus marenitensis,no
Hibiscus minutibracteolus,no
Hibiscus reflexus,no
Hibiscus saponarius,no
Hibiscus squarrulosus,no
Hibiscus stewartii,no
Hibiscus thegaleus,no
Hibiscus townsvillensis,yes
Lasiopetalum adenotrichum,no
Lasiopetalum cardiophyllum,no
Lasiopetalum caroliae,yes
Lasiopetalum cenobium,no
Lasiopetalum decoratum,yes
Lasiopetalum dielsii,no
Lasiopetalum ferraricollinum,no
Lasiopetalum fitzgibbonii,no
Lasiopetalum laxiflorum,no
Lasiopetalum longistamineum,no
Lasiopetalum membranaceum,yes
Lasiopetalum moullean,no
Lasiopetalum occidentale,no
Lasiopetalum ogilvieanum,yes
Lasiopetalum rupicola,no
Lasiopetalum venustum,yes
Lawrencia buchananensis,no
Lawrencia cinerea,no
Lawrencia repens,no
Lysiosepalum aromaticum,no
Malvastrum chillagoense,no
Melhania ovata,no
Pentapetes phoenicea,no
Seringia adenolasia,no
Seringia undulata,no
Sida argentea,no
Sida brachypoda,no
Sida magnifica,yes
Sida pleiantha,no
Sida pusilla,no
Sida spenceriana,no
Thomasia brachystachys,no
Thomasia dielsii,no
Thomasia multiflora,no
Thomasia rulingioides,no
Thomasia triloba,no
Triumfetta albida,no
Triumfetta aquila,no
Triumfetta arnhemica,no
Triumfetta aspera,no
Triumfetta breviaculeata,no
Triumfetta carteri,no
Triumfetta cladara,no
Triumfetta clivorum,no
Triumfetta coronata,no
Triumfetta denticulata,no
Triumfetta echinata,no
Triumfetta fissurata,no
Triumfetta glaucescens,no
Triumfetta hapala,no
Triumfetta incana,no
Triumfetta inermis,no
Triumfetta kenneallyi,no
Triumfetta litticola,no
Triumfetta mellina,no
Triumfetta mitchellii,no
Triumfetta monstrosa,no
Triumfetta nutans,no
Triumfetta oenpelliensis,no
Triumfetta propinqua,no
Triumfetta prostrata,no
Triumfetta pustulata,no
Triumfetta reflexa,no
Triumfetta rubiginosa,no
Triumfetta saccata,no
Triumfetta simulans,no
Triumfetta suffruticosa,no
Triumfetta tenuiseta,no
Triumfetta triandra,no
Triumfetta trisecta,no
Triumfetta viridis,no
Jedda multicaulis,no
Pimelea approximans,no
Pimelea eyrei,no
Pimelea forrestiana,yes
Pimelea fugiens,no
Pimelea holroydii,no
Pimelea leptostachya,no
Pimelea mollis,no
Pimelea neokyrea,no
Pimelea pelinos,no
Pimelea penicillaris,no
Pimelea plurinervia,no
Pimelea rupestris,no
Wikstroemia australis,yes
Combretum acuminatum,no
Dansiea grandiflora,no
Macropteranthes leiocaulis,yes
Terminalia circumalata,no
Terminalia kumpaja,yes
Terminalia prostrata,no
Terminalia savannicola,no
Ammannia auriculata,no
Ammannia crinipes,no
Ammannia fitzgeraldii,no
Ammannia striatiflora,no
Lythrum wilsonii,no
Rotala rosea,no
Melastoma imbricatum,no
Memecylon arnhemensis,no
Memecylon hylandii,no
Poikilogyne cordifolia,no
Agonis undulata,no
Aluta aspera,no
Aluta quadrata,no
Aluta teres,no
Anticoryne diosmoides,no
Anticoryne melanosperma,no
Astartea cicatricosa,no
Astartea decemcostata,no
Astartea eobalta,no
Astartea granitica,no
Astartea middletonii,no
Astartea montana,no
Astartea muricata,no
Astartea onycis,yes
Astartea reticulata,no
Astartea transversa,no
Asteromyrtus arnhemica,no
Astus duomilia,no
Astus subroseus,no
Astus wittweri,no
Babingtonia cherticola,no
Babingtonia delicata,yes
Babingtonia erecta,no
Babingtonia fascifolia,no
Babingtonia maleyae,no
Babingtonia minutifolia,no
Babingtonia triandra,yes
Babingtonia urbana,no
Baeckea elderiana,no
Baeckea exserta,no
Baeckea staminosa,no
Baeckea trapeza,no
Baeckea uncinella,no
Beaufortia burbidgeae,no
Beaufortia kwongkanicola,no
Beaufortia raggedensis,no
Callistemon genofluvialis,no
Callistemon lazaridis,no
Callistemon montis-zamia,no
Callistemon nyallingensis,no
Callistemon phratra,no
Callistemon quercinus,yes
Callistemon sabrina,no
Callistemon serpentinus,no
Calothamnus accedens,no
Calothamnus arcuatus,no
Calothamnus borealis,yes
Calothamnus cupularis,no
Calothamnus huegelii,no
Calothamnus scabridus,no
Calothamnus superbus,no
Calytrix amethystina,no
Calytrix birdii,no
Calytrix cravenii,no
Calytrix faucicola,yes
Calytrix gomphrenoides,no
Calytrix gypsophila,no
Calytrix habrantha,no
Calytrix hislopii,no
Calytrix islensis,no
Calytrix merrelliana,no
Calytrix micrairoides,no
Calytrix nematoclada,no
Calytrix patrickiae,no
Calytrix plumulosa,no
Calytrix pulchella,no
Calytrix retrorsifolia,no
Calytrix rupestris,no
Calytrix sagei,no
Calytrix surdiviperana,no
Calytrix uncinata,no
Calytrix verruculosa,no
Calytrix verticillata,no
Calytrix viscida,no
Calytrix watsonii,no
Cheyniana rhodella,no
Conothamnus neglectus,no
Corymbia karelgica,no
Corymbia pauciseta,no
Cyathostemon gracilis,no
Darwinia nubigena,no
Darwinia salina,no
Darwinia terricola,no
Darwinia whicherensis,no
Enekbatus bounites,no
Enekbatus clavifolius,no
Enekbatus cristatus,no
Enekbatus cryptandroides,no
Enekbatus longistylus,no
Eremaea atala,no
Eremaea hadra,no
Ericomyrtus parviflora,no
Eucalyptus bunyip,no
Eucalyptus cajuputea,no
Eucalyptus calyerup,no
Eucalyptus conferta,no
Eucalyptus costuligera,no
Eucalyptus cuspidata,no
Eucalyptus elegans,no
Eucalyptus filiformis,no
Eucalyptus forresterae,no
Eucalyptus hawkeri,yes
Eucalyptus infracorticata,no
Eucalyptus kenneallyi,no
Eucalyptus paralimnetica,no
Eucalyptus phoenix,no
Eucalyptus pyrenea,no
Eucalyptus quinniorum,no
Eucalyptus redimiculifera,no
Eucalyptus revelata,no
Eucalyptus silvestris,no
Eucalyptus yarriambiack,no
Euryomyrtus inflata,no
Euryomyrtus patrickiae,no
Euryomyrtus recurva,no
Gossia byrnesii,no
Gossia shepherdii,yes
Homalocalyx chapmanii,no
Homalocalyx echinulatus,no
Homalocalyx grandiflorus,no
Homalocalyx inerrabundus,no
Homalocalyx pulcherrimus,no
Homoranthus coracinus,no
Homoranthus elusus,no
Homoranthus tricolor,no
Hypocalymma connatum,no
Hypocalymma gardneri,no
Hypocalymma melaleucoides,no
Hypocalymma phillipsii,no
Hypocalymma scariosum,no
Hypocalymma tenuatum,yes
Hypocalymma verticillare,no
Hysterobaeckea cornuta,no
Hysterobaeckea glandulosa,no
Hysterobaeckea graniticola,no
Hysterobaeckea longipes,no
Hysterobaeckea occlusa,no
Hysterobaeckea ochropetala,no
Hysterobaeckea pterocera,no
Kardomia granitica,no
Kardomia prominens,no
Kardomia silvestris,yes
Kunzea acuminata,no
Kunzea aristulata,no
Kunzea axillaris,no
Kunzea caduca,no
Kunzea calida,no
Kunzea cincinnata,yes
Kunzea clavata,no
Kunzea dactylota,no
Kunzea eriocalyx,no
Kunzea petrophila,no
Kunzea sericothrix,no
Kunzea truncata,no
Leptospermum anfractum,yes
Leptospermum argenteum,yes
Leptospermum confertum,no
Leptospermum lamellatum,yes
Leptospermum macgillivrayi,no
Leptospermum subtenue,no
Leptospermum venustum,yes
Lithomyrtus hypoleuca,no
Lithomyrtus repens,no
Malleostemon decipiens,no
Malleostemon microphyllus,no
Malleostemon minilyaensis,no
Malleostemon nephroideus,no
Malleostemon nerrenensis,no
Malleostemon pedunculatus,yes
Malleostemon pentagonus,no
Malleostemon pustulatus,no
Malleostemon uniflorus,no
Melaleuca adenostyla,no
Melaleuca apodocephala,yes
Melaleuca atroviridis,no
Melaleuca basicephala,no
Melaleuca beardii,yes
Melaleuca bisulcata,no
Melaleuca boeophylla,yes
Melaleuca caeca,yes
Melaleuca calcicola,no
Melaleuca citrolens,yes
Melaleuca clarksonii,yes
Melaleuca comosa,no
Melaleuca delta,no
Melaleuca dichroma,yes
Melaleuca eulobata,yes
Melaleuca glena,yes
Melaleuca grieveana,no
Melaleuca holosericea,no
Melaleuca idana,no
Melaleuca johnsonii,no
Melaleuca kunzeoides,no
Melaleuca lara,no
Melaleuca lecanantha,no
Melaleuca manglesii,yes
Melaleuca nanophylla,no
Melaleuca ochroma,no
Melaleuca ordinifolia,no
Melaleuca papillosa,yes
Melaleuca phoidophylla,no
Melaleuca pritzelii,no
Melaleuca sculponeata,yes
Melaleuca similis,no
Melaleuca sophisma,no
Melaleuca strobophylla,yes
Melaleuca subalaris,no
Melaleuca ulicoides,no
Melaleuca venusta,yes
Melaleuca wonganensis,no
Melaleuca zeteticorum,no
Micromyrtus albicans,no
Micromyrtus arenicola,no
Micromyrtus barbata,no
Micromyrtus capricornia,no
Micromyrtus chrysodema,no
Micromyrtus collina,no
Micromyrtus fimbrisepala,no
Micromyrtus forsteri,yes
Micromyrtus gracilis,no
Micromyrtus greeniana,no
Micromyrtus helmsii,no
Micromyrtus hymenonema,no
Micromyrtus mucronulata,no
Micromyrtus ninghanensis,no
Micromyrtus papillosa,no
Micromyrtus placoides,no
Micromyrtus prochytes,no
Micromyrtus rogeri,no
Micromyrtus rotundifolia,no
Micromyrtus serrulata,no
Micromyrtus stenocalyx,no
Micromyrtus trudgenii,no
Micromyrtus uniovulum,no
Micromyrtus vernicosa,no
Neofabricia sericisepala,no
Ochrosperma adpressum,yes
Ochrosperma obovatum,no
Oxymyrrhine cordata,no
Oxymyrrhine gracilis,no
Oxymyrrhine plicata,no
Pericalymma crassipes,no
Pericalymma megaphyllum,no
Pileanthus aurantiacus,yes
Pileanthus rubrinitidus,no
Pilidiostigma sessile,no
Rhodamnia hylandii,no
Rinzia affinis,no
Rinzia fimbriolata,no
Rinzia longifolia,no
Rinzia medifila,no
Rinzia morrisonii,no
Rinzia rubra,no
Rinzia sessilis,no
Rinzia torquata,no
Rinzia triplex,no
Sannantha brachypoda,no
Sannantha crassa,no
Sannantha papillosa,yes
Sannantha whitei,no
Seorsus clavifolius,no
Stenostegia congesta,no
Syzygium amplum,no
Syzygium arenitense,no
Syzygium dansiei,yes
Taxandria angustifolia,no
Tetrapora floribunda,no
Tetrapora tenuiramea,no
Tetrapora verrucosa,no
Thryptomene biseriata,no
Thryptomene caduca,no
Thryptomene calcicola,no
Thryptomene cuspidata,no
Thryptomene decussata,no
Thryptomene duplicata,no
Thryptomene eremaea,no
Thryptomene hubbardii,no
Thryptomene longifolia,no
Thryptomene naviculata,no
Thryptomene nealensis,no
Thryptomene nitida,no
Thryptomene orbiculata,no
Thryptomene pinifolia,no
Thryptomene podantha,no
Thryptomene remota,no
Thryptomene repens,no
Thryptomene salina,no
Thryptomene shirleyae,no
Thryptomene spicata,no
Thryptomene stapfii,no
Thryptomene striata,no
Thryptomene wannooensis,no
Triplarina calophylla,no
Triplarina nitchaga,no
Triplarina paludosa,no
Verticordia lepidophylla,yes
Verticordia mirabilis,no
Verticordia serotina,no
Verticordia setacea,no
Xanthostemon psidioides,yes
Ceratopetalum corymbosum,no
Ceratopetalum iugumense,no
Dubouzetia saxatilis,yes
Elaeocarpus michaelii,no
Elaeocarpus sericopetalus,yes
Elaeocarpus stellaris,yes
Elaeocarpus williamsianus,yes
Tetratheca butcheriana,no
Tetratheca fasciculata,no
Tetratheca fordiana,no
Tetratheca paucifolia,no
Tetratheca pilata,no
Tetratheca plumosa,no
Tetratheca remota,no
Tetratheca spenceri,no
Celtis conferta,yes
Celtis hildebrandii,no
Ficus carpentariensis,no
Ficus cerasicarpa,yes
Ficus melinocarpa,no
Ficus saxophila,no
Cryptandra beverleyensis,no
Cryptandra crispula,no
Cryptandra distigma,no
Cryptandra exserta,no
Cryptandra filiformis,no
Cryptandra graniticola,no
Cryptandra inconspicua,no
Cryptandra intonsa,no
Cryptandra intratropica,no
Cryptandra leucopogon,no
Cryptandra monticola,no
Cryptandra nola,no
Cryptandra pendula,no
Cryptandra pogonoloba,yes
Cryptandra polyclada,no
Cryptandra scoparia,no
Cryptandra stellulata,no
Cryptandra triplex,no
Cryptandra wilsonii,no
Emmenosperma pancherianum,yes
Papistylus intropubens,no
Polianthion biloculare,no
Polianthion collinum,no
Polianthion minutiflorum,no
Pomaderris clivicola,no
Pomaderris coomingalensis,no
Pomaderris graniticola,no
Pomaderris mediora,no
Pomaderris precaria,no
Pomaderris sericea,no
Pomaderris viridis,no
Spyridium coalitum,no
Spyridium erymnocladum,no
Spyridium fontis-woodii,no
Spyridium minutum,no
Spyridium montanum,no
Spyridium polycephalum,no
Spyridium scabridum,no
Spyridium villosum,no
Stenanthemum arens,no
Stenanthemum argenteum,no
Stenanthemum complicatum,no
Stenanthemum divaricatum,no
Stenanthemum liberum,no
Stenanthemum limitatum,no
Stenanthemum mediale,no
Stenanthemum newbeyi,no
Stenanthemum patens,no
Stenanthemum poicilum,no
Stenanthemum radiatum,no
Stenanthemum sublineare,no
Stenanthemum tridentatum,no
Stenanthemum yorkense,no
Trymalium densiflorum,no
Trymalium litorale,no
Trymalium monospermum,no
Trymalium spatulatum,no
Ziziphus quadrilocularis,no
Ziziphus timoriensis,no
Aphanes pumila,no
Potentilla nanopetala,no
Dendrocnide corallodesme,no
Elatostema montanum,no
Parietaria australis,no
Pouzolzia hirta,no
Urtica sykesii,no
Spondias dulcis,no
Canarium indicum,no
Canarium vitiense,yes
Aglaia brassii,no
Aglaia cooperae,no
Aglaia silvestris,no
Aglaia spectabilis,no
Dysoxylum alliaceum,yes
Acronychia aberrans,yes
Acronychia trifoliolata,no
Asterolasia hyalina,no
Boronia acanthoclada,no
Boronia anomala,no
Boronia barrettiorum,no
Boronia beeronensis,no
Boronia bella,no
Boronia coriacea,no
Boronia cremnophila,no
Boronia defoliata,no
Boronia ericifolia,no
Boronia foetida,no
Boronia hoipolloi,no
Boronia inconspicua,no
Boronia interrex,no
Boronia jensziae,no
Boronia kalumburuensis,no
Boronia marcoana,no
Boronia minutipinna,no
Boronia montimulliganensis,no
Boronia pauciflora,no
Boronia squamipetala,no
Boronia suberosa,no
Boronia tenuior,no
Boronia tetragona,no
Boronia thedae,no
Boronia westringioides,no
Boronia yarrowmerensis,no
Boronia zeteticorum,no
Diplolaena cinerea,no
Drummondita calida,no
Drummondita rubriviridis,no
Drummondita wilsonii,no
Glycosmis macrophylla,no
Leionema ceratogynum,no
Leionema scopulinum,no
Leionema sympetalum,no
Leionema westonii,no
Medicosma elliptica,yes
Medicosma heterophylla,no
Medicosma mulgraveana,no
Melicope contermina,no
Melicope littoralis,no
Phebalium appressum,no
Phebalium brevifolium,no
Phebalium clavatum,no
Phebalium obovatum,no
Philotheca acrolopha,no
Philotheca coateana,no
Philotheca cuticularis,no
Philotheca cymbiformis,no
Philotheca eremicola,no
Philotheca falcata,no
Philotheca fitzgeraldii,no
Zanthoxylum parviflorum,no
Zieria boolbunda,no
Zieria cephalophila,no
Zieria distans,no
Zieria hydroscopica,no
Zieria inexpectata,no
Zieria tenuis,no
Zieria vagans,no
Alectryon repandodentatus,no
Arytera dictyoneura,yes
Arytera lineosquamulata,no
Atalaya australiana,no
Atalaya collina,no
Atalaya oligoclada,no
Cupaniopsis papillosa,yes
Diploglottis alaticarpa,yes
Dodonaea barklyana,no
Dodonaea concinna,no
Dodonaea divaricata,no
Dodonaea ericoides,no
Dodonaea glandulosa,no
Dodonaea humifusa,yes
Dodonaea intricata,no
Dodonaea malvacea,no
Dodonaea scurra,no
Dodonaea tepperi,no
Elattostachys bidwillii,yes
Guioa comesperma,no
Guioa coriacea,yes
Guioa sarcopterifructa,no
Jagera javanica,no
Lepiderema largiflorens,yes
Lepisanthes senegalensis,no
Mischocarpus albescens,yes
Rhysotoechia florulenta,no
Sarcopteryx acuminata,no
Serjania exarata,no
Synima reynoldsiae,yes
Tristiropsis acutangula,yes
Tristiropsis canarioides,no
Ampelocissus arachnoidea,yes
Cayratia pedata,no
Cissus aristata,no
Tetrastigma pisicarpum,no
Vitis flexuosa,no
Roepera flava,no
Roepera halophila,no
Roepera humillima,no
Roepera hybrida,no
Roepera kochii,no
Roepera lobulata,no
Roepera retivalvis,no
Roepera tetraptera,no
Tribulopis sessilis,no
Tribulus adelacanthus,no
Tribulus minutus,no
Amyema haematodes,no
Amyema pyriformis,no
Amyema seemeniana,no
Amyema subcapitata,no
Amyema tridactyla,no
Decaisnina biangulata,no
Ileostylus micranthus,no
Lysiana filifolia,yes
Muellerina myrtifolia,yes
Anacolosa papuana,no
Olax aphylla,no
Olax imbricata,no
Olax obcordata,no
Olax scalariformis,no
Choretrum lateriflorum,no
Exocarpos homalocladus,no
Korthalsella emersa,no
Korthalsella leucothrix,no
Leptomeria axillaris,no
Leptomeria dielsiana,no
Leptomeria ellytes,no
Leptomeria ericoides,no
Leptomeria furtiva,no
Ptisana howeana,yes
Ophioglossum costatum,yes
Gnetum gnemon,yes
Cyathea brevipinna,yes
Cyathea exilis,no
Cyathea felina,no
Cyathea howeana,yes
Cyathea robusta,yes
Crepidomanes humile,no
Crepidomanes majoriae,no
Didymoglossum mindorense,no
Didymoglossum motleyi,yes
Hymenophyllum digitatum,no
Hymenophyllum gracilescens,no
Hymenophyllum howense,yes
Hymenophyllum kerianum,no
Hymenophyllum moorei,yes
Hymenophyllum pumilum,no
Hymenophyllum subdimidiatum,no
Leptopteris moorei,yes
Asplenium longissimum,no
Asplenium normale,no
Asplenium pteridoides,no
Asplenium surrogatum,yes
Blechnum dissectum,no
Blechnum fullagari,no
Blechnum howeanum,yes
Blechnum norfolkianum,no
Blechnum whelanii,no
Blechnum wurunuran,yes
Davallia trichomanoides,no
Humata pectinata,no
Bolbitis heteroclita,no
Lastreopsis dissecta,no
Lastreopsis grayi,yes
Lastreopsis nephrodioides,yes
Lastreopsis rufescens,yes
Lastreopsis tinarooensis,no
Lastreopsis windsorensis,no
Polystichum moorei,no
Polystichum whiteleggei,yes
Ctenopterella blechnoides,no
Oreogrammitis leonardii,no
Oreogrammitis reinwardtii,no
Lindsaea orbiculata,no
Lindsaea pulchella,no
Nephrolepis flexuosa,no
Calymmodon luerssenianus,no
Ctenopteris walleri,no
Grammitis diminuta,yes
Grammitis nudicarpa,yes
Grammitis wattsii,yes
Leptochilus decurrens,no
Microsorum maximum,no
Notogrammitis garrettii,no
Notogrammitis gunnii,no
Pteridrys syrmatica,no
Tectaria dissecta,no
Amphineuron immersum,no
Amphineuron queenslandicum,no
Amphineuron terminans,yes
Pneumatopteris truncata,no
Thelypteris confluens,no
Diplazium bostockii,no
Diplazium melanochlamys,yes
Antrophyum jagoanum,no
Calciphilopteris ludens,no
Cheilanthes adiantoides,no
Cheilanthes fragillima,no
Cheilanthes praetermissa,no
Pellaea rotundifolia,no
Pteris orientalis,no
Pteris zahlbruckneriana,no
Marsilea cryptocarpa,no
Marsilea latzii,no
Actinostachys wagneri,no
