species,APC_name,family
Hymenophyllum kerianum Watts,Hymenophyllum kerianum,Hymenophyllaceae
Hymenophyllum subdimidiatum Rosenst.,Hymenophyllum subdimidiatum,Hymenophyllaceae
Asplenium normale D.Don,Asplenium normale,Aspleniaceae
Blechnum dissectum (Parris) Christenh.,Blechnum dissectum,Blechnaceae
Blechnum whelanii F.M.Bailey,Blechnum whelanii,Blechnaceae
Humata pectinata (Sm.) Desv.,Humata pectinata,Davalliaceae
"Lastreopsis dissecta (C.T.White & Goy) Labiak, Sundue & R.C.Moran",Lastreopsis dissecta,Dryopteridaceae
Lastreopsis tinarooensis Tindale,Lastreopsis tinarooensis,Dryopteridaceae
Lastreopsis windsorensis D.L.Jones & B.Gray,Lastreopsis windsorensis,Dryopteridaceae
Ctenopterella blechnoides (Grev.) Parris,Ctenopterella blechnoides,Grammitidaceae
Oreogrammitis leonardii (Parris) Parris,Oreogrammitis leonardii,Grammitidaceae
Oreogrammitis reinwardtii (Blume) Parris,Oreogrammitis reinwardtii,Grammitidaceae
Lindsaea pulchella Mett. ex Kuhn,Lindsaea pulchella,Lindsaeaceae
Calymmodon luerssenianus (Domin) Copel.,Calymmodon luerssenianus,Polypodiaceae
Ctenopteris walleri (Maiden & Betche) S.B.Andrews,Ctenopteris walleri,Polypodiaceae
Microsorum maximum (Brack.) Copel.,Microsorum maximum,Polypodiaceae
Amphineuron immersum (Blume) Holttum,Amphineuron immersum,Thelypteridaceae
Amphineuron queenslandicum Holttum,Amphineuron queenslandicum,Thelypteridaceae
Thelypteris confluens (Thunb.) C.V.Morton,Thelypteris confluens,Thelypteridaceae
Diplazium bostockii D.L.Jones,Diplazium bostockii,Woodsiaceae
Antrophyum jagoanum D.L.Jones & Bostock,Antrophyum jagoanum,Pteridaceae
Calciphilopteris ludens (Wall. ex Hook.) Yesilyurt & H.Schneider,Calciphilopteris ludens,Pteridaceae
Cheilanthes praetermissa D.L.Jones,Cheilanthes praetermissa,Pteridaceae
Pteris orientalis Alderw.,Pteris orientalis,Pteridaceae
Actinostachys wagneri (Selling) C.F.Reed,Actinostachys wagneri,Schizaeaceae
