kingdom,phylum,class,order,family,genus,species,author,species_guid,vernacular_name,Match
Plantae,Charophyta,Equisetopsida,Lamiales,Gesneriaceae,Cyrtandra,Cyrtandra lutescens,G.W.Gillett,https://id.biodiversity.org.au/name/apni/173699,,No
Plantae,Charophyta,Equisetopsida,Ranunculales,Ranunculaceae,Clematis,Clematis hexasepala,DC.,https://id.biodiversity.org.au/name/apni/173992,,No
Plantae,Charophyta,Equisetopsida,Alismatales,Araceae,,Schismatoglottis merrillii,Engl.,https://id.biodiversity.org.au/name/apni/174322,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Arachnorchis,Arachnorchis australis,(G.W.Carr) D.L.Jones & M.A.Clem.,https://id.biodiversity.org.au/name/apni/175179,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Arachnorchis,Arachnorchis ferruginea,(Nicholls) D.L.Jones & M.A.Clem.,https://id.biodiversity.org.au/name/apni/175204,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Arachnorchis,Arachnorchis rhomboidiformis,(E.Coleman) D.L.Jones & M.A.Clem.,https://id.biodiversity.org.au/name/apni/175245,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Durabaculum,Durabaculum warianum,(Schltr.) M.A.Clem. & D.L.Jones,https://id.biodiversity.org.au/name/apni/176007,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium apertum,Schltr.,https://id.biodiversity.org.au/name/apni/176346,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium delphinioides,R.S.Rogers,https://id.biodiversity.org.au/name/apni/176366,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium lanepoolei,R.S.Rogers,https://id.biodiversity.org.au/name/apni/176378,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium loesenerianum,Schltr.,https://id.biodiversity.org.au/name/apni/176379,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium roseoflavidum,Schltr.,https://id.biodiversity.org.au/name/apni/176398,,No
Plantae,Charophyta,Equisetopsida,Cyatheales,Dicksoniaceae,Dicksonia,Dicksonia blumei,(Kunze) Moore,https://id.biodiversity.org.au/name/apni/176897,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Corysanthes,Corysanthes carsei,Cheeseman,https://id.biodiversity.org.au/name/apni/177314,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Corysanthes,Corysanthes matthewsii,Cheeseman,https://id.biodiversity.org.au/name/apni/177316,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Corybas,Corybas amabilis,P.Royen,https://id.biodiversity.org.au/name/apni/177328,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Calonemorchis,Calonemorchis bicalliata,(R.S.Rogers) Szlach.,https://id.biodiversity.org.au/name/apni/177600,,No
Plantae,Charophyta,Equisetopsida,Gentianales,Rubiaceae,Dolianthus,Dolianthus kairoi,A.P.Davis,https://id.biodiversity.org.au/name/apni/178079,,No
Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Panicum,Panicum palmaefolium,J.Koenig,https://id.biodiversity.org.au/name/apni/178191,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Calonemorchis,Calonemorchis incensa,(Hopper & A.P.Br.) D.L.Jones & M.A.Clem.,https://id.biodiversity.org.au/name/apni/178434,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Calonemorchis,Calonemorchis polychroma,(Hopper & A.P.Br.) D.L.Jones & M.A.Clem.,https://id.biodiversity.org.au/name/apni/178448,,No
Plantae,,,,Cornaceae,Stylidium,Stylidium tenellum,Sw. ex Willd.,https://id.biodiversity.org.au/name/apni/178516,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,Pterostylis scoliosa,D.L.Jones,https://id.biodiversity.org.au/name/apni/178871,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Rhomboda,Rhomboda atrorubens,(Schltr.) Ormerod,https://id.biodiversity.org.au/name/apni/178972,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Crepidium,Crepidium latisepalum,(C.Schweinf.) M.A.Clem. & D.L.Jones,https://id.biodiversity.org.au/name/apni/179018,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Crepidium,Crepidium platychilum,(Rchb.f.) M.A.Clem. & D.L.Jones,https://id.biodiversity.org.au/name/apni/179032,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Grastidium,Grastidium emarginatum,(J.W.Moore) M.A.Clem. & D.L.Jones,https://id.biodiversity.org.au/name/apni/179151,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Grastidium,Grastidium incumbens,(Schltr.) Rauschert,https://id.biodiversity.org.au/name/apni/179179,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,Pterostylis neocaledonica,Schltr.,https://id.biodiversity.org.au/name/apni/179559,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Bulbophyllum,Bulbophyllum subpatulum,J.J.Verm.,https://id.biodiversity.org.au/name/apni/179709,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium djamuense,Schltr.,https://id.biodiversity.org.au/name/apni/179879,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium indragiriense,Schltr.,https://id.biodiversity.org.au/name/apni/179918,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium obliquum,Schltr.,https://id.biodiversity.org.au/name/apni/179963,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium perlongum,Schltr.,https://id.biodiversity.org.au/name/apni/179981,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium potamophilum,Schltr.,https://id.biodiversity.org.au/name/apni/180001,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium sarcophyllum,Schltr.,https://id.biodiversity.org.au/name/apni/180019,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium subpetiolatum,Schltr.,https://id.biodiversity.org.au/name/apni/180059,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Microstylis,Microstylis reineckeanum,Kraenzl.,https://id.biodiversity.org.au/name/apni/180129,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Corysanthes,Corysanthes longipetala,(Hatch) Szlach.,https://id.biodiversity.org.au/name/apni/180302,,No
Plantae,Charophyta,Equisetopsida,Oxalidales,Cunoniaceae,Spiraeanthemum,Acsmithia pulleana,(Schltr.) Hoogland,https://id.biodiversity.org.au/name/apni/180496,,No
Plantae,Charophyta,Equisetopsida,Oxalidales,Cunoniaceae,Spiraeanthemum,Acsmithia reticulata,(Schltr.) Hoogland,https://id.biodiversity.org.au/name/apni/180497,,No
Plantae,Charophyta,Equisetopsida,Gentianales,Rubiaceae,Dolianthus,Dolianthus fimbristipularis,(P.Royen) A.P.Davis,https://id.biodiversity.org.au/name/apni/180756,,No
Plantae,Charophyta,Equisetopsida,Gentianales,Rubiaceae,Dolianthus,Dolianthus nummatus,(P.Royen) A.P.Davis,https://id.biodiversity.org.au/name/apni/180757,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Uromyrtus,Uromyrtus baumannii,(Guillaumin) N.Snow & Guymer,https://id.biodiversity.org.au/name/apni/181017,,No
Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Dichelachne,Dichelachne novoguineensis,(Pilg.) Pilg.,https://id.biodiversity.org.au/name/apni/181223,,No
Plantae,Charophyta,Equisetopsida,Rosales,Moraceae,Ficus,Ficus sclerosycia,C.C.Berg,https://id.biodiversity.org.au/name/apni/182264,,No
Plantae,Charophyta,Equisetopsida,Poales,Juncaceae,Juncus,Juncus durus,L.A.S.Johnson & K.L.Wilson,https://id.biodiversity.org.au/name/apni/182522,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Adenoncos,Adenoncos celebicus,Schltr.,https://id.biodiversity.org.au/name/apni/183559,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Adenoncos,Adenoncos nasonioides,Schltr.,https://id.biodiversity.org.au/name/apni/183590,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Caladenia,Caladenia exigua,Cheeseman,https://id.biodiversity.org.au/name/apni/183670,,No
Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Calamagrostis,Calamagrostis scabra,J.Presl,https://id.biodiversity.org.au/name/apni/186268,,No
Plantae,Charophyta,Equisetopsida,Ericales,Ericaceae,Dimorphanthera,Dimorphanthera continua,(P.F.Stevens) P.F.Stevens,https://id.biodiversity.org.au/name/apni/188194,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Syzygium,Cleistocalyx nitidus,Blume,https://id.biodiversity.org.au/name/apni/188336,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Stilbophyllum,Stilbophyllum toressae,(F.M.Bailey) D.L.Jones & M.A.Clem.,https://id.biodiversity.org.au/name/apni/189065,,No
Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Puccinellia,Puccinellia capillaris,(Lilj.) Jansen,https://id.biodiversity.org.au/name/apni/189101,,No
Plantae,Charophyta,Equisetopsida,Lamiales,Plantaginaceae,Veronica,Parahebe laxa,W.R.B.Oliv.,https://id.biodiversity.org.au/name/apni/189427,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Myrtus,Myrtus bullata,Sol. ex A.Cunn.,https://id.biodiversity.org.au/name/apni/189533,,No
Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,Vittadinia,Vittadinia simulans,N.T.Burb.,https://id.biodiversity.org.au/name/apni/189598,,No
Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,Helenium,Helenium tenuifolium,Nutt.,https://id.biodiversity.org.au/name/apni/189670,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Oxystophyllum,Oxystophyllum lockhartioides,(Schltr.) M.A.Clem.,https://id.biodiversity.org.au/name/apni/190519,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium subsessile,Schltr.,https://id.biodiversity.org.au/name/apni/190534,,No
Plantae,Charophyta,Equisetopsida,Solanales,Solanaceae,Nicotiana,Nicotiana miersii,J.Remy,https://id.biodiversity.org.au/name/apni/191702,,No
Plantae,Charophyta,Equisetopsida,Solanales,Solanaceae,Nicotiana,Nicotiana pauciflora,J.Remy,https://id.biodiversity.org.au/name/apni/191708,,No
Plantae,Charophyta,Equisetopsida,Solanales,Solanaceae,Solanum,Solanum integrifolium,Poir.,https://id.biodiversity.org.au/name/apni/191814,,No
Plantae,Charophyta,Equisetopsida,Solanales,Solanaceae,Solanum,Solanum ligustrinum,"Lodd., G.Lodd. & W.Lodd.",https://id.biodiversity.org.au/name/apni/192032,,No
Plantae,Charophyta,Equisetopsida,Solanales,Solanaceae,Solanum,Solanum fructo-tecto,Cav.,https://id.biodiversity.org.au/name/apni/192056,,No
Plantae,Charophyta,Equisetopsida,Solanales,Solanaceae,Solanum,Solanum villaricense,Morong,https://id.biodiversity.org.au/name/apni/192117,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium obtusum,Schltr.,https://id.biodiversity.org.au/name/apni/192316,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium chrysotainium,Schltr.,https://id.biodiversity.org.au/name/apni/192350,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium odoratum,Schltr.,https://id.biodiversity.org.au/name/apni/192358,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Lotus,Lotus anfractuosus,(Baker f.) Kramina & D.D.Sokoloff,https://id.biodiversity.org.au/name/apni/192378,,No
Plantae,Charophyta,Equisetopsida,Rosales,Moraceae,Ficus,Ficus myiopotamica,C.C.Berg,https://id.biodiversity.org.au/name/apni/193071,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Syzygium,Syzygium jambolanum,(Lam.) DC.,https://id.biodiversity.org.au/name/apni/193538,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Calonemorchis,Calonemorchis lobata,(Fitzg.) Szlach.,https://id.biodiversity.org.au/name/apni/193926,,No
Plantae,Charophyta,Equisetopsida,Asterales,Campanulaceae,Isotoma,Hypsela rivalis,E.Wimm.,https://id.biodiversity.org.au/name/apni/194119,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Bulbophyllum,Bulbophyllum aundense,Ormerod,https://id.biodiversity.org.au/name/apni/194565,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Bulbophyllum,Bulbophyllum barbatum,P.Royen,https://id.biodiversity.org.au/name/apni/194566,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Jonesiopsis,Jonesiopsis x ericksoniae,(Nicholls) D.L.Jones & M.A.Clem.,https://id.biodiversity.org.au/name/apni/195910,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Liparis,Liparis altigena,Schltr.,https://id.biodiversity.org.au/name/apni/196172,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Liparis,Liparis calcarea,Schltr.,https://id.biodiversity.org.au/name/apni/196178,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Liparis,Liparis caricifolia,Schltr.,https://id.biodiversity.org.au/name/apni/196179,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Liparis,Liparis chlorantha,Schltr.,https://id.biodiversity.org.au/name/apni/196180,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Liparis,Liparis mapaniifolia,Schltr.,https://id.biodiversity.org.au/name/apni/196183,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Liparis,Liparis leptopus,Schltr.,https://id.biodiversity.org.au/name/apni/196184,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Liparis,Liparis ovalis,Schltr.,https://id.biodiversity.org.au/name/apni/196186,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Liparis,Liparis sympodialis,Schltr.,https://id.biodiversity.org.au/name/apni/196187,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Liparis,Liparis genychila,Schltr.,https://id.biodiversity.org.au/name/apni/196196,,No
Plantae,Charophyta,Equisetopsida,Malpighiales,Euphorbiaceae,Macaranga,Macaranga bracteata,Merr.,https://id.biodiversity.org.au/name/apni/196339,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Petalochilus,Petalochilus pygmaeus,(R.S.Rogers) R.J.Bates,https://id.biodiversity.org.au/name/apni/197066,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium protractum,Dauncey,https://id.biodiversity.org.au/name/apni/198908,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Corybas,Corybas montis-stellare,P.Royen,https://id.biodiversity.org.au/name/apni/198910,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Platanthera,Platanthera alpinipaludosa,P.Royen,https://id.biodiversity.org.au/name/apni/198913,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Calanthe,Calanthe aruank,P.Royen,https://id.biodiversity.org.au/name/apni/198916,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,,Pedilochilus sarawakatensis,P.Royen,https://id.biodiversity.org.au/name/apni/198918,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,,Ceratostylis flavescens,Schltr.,https://id.biodiversity.org.au/name/apni/198919,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,,Ceratostylis keysseri,Schltr.,https://id.biodiversity.org.au/name/apni/198920,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,,Ceratostylis alberteduardi,P.Royen,https://id.biodiversity.org.au/name/apni/198921,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,,Ceratostylis kerigomnensis,P.Royen,https://id.biodiversity.org.au/name/apni/198922,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,,Glossorhyncha fluviatilis,P.Royen,https://id.biodiversity.org.au/name/apni/198926,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,,Glossorhyncha tortuosa,P.Royen,https://id.biodiversity.org.au/name/apni/198927,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,,Glossorhyncha grandilabella,P.Royen,https://id.biodiversity.org.au/name/apni/198929,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,,Glossorhyncha kerewensis,P.Royen,https://id.biodiversity.org.au/name/apni/198931,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Octarrhena,Octarrhena cordata,P.Royen,https://id.biodiversity.org.au/name/apni/198933,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Octarrhena,Octarrhena aristata,P.Royen,https://id.biodiversity.org.au/name/apni/198934,,No
Plantae,Charophyta,Equisetopsida,Caryophyllales,Chenopodiaceae,Salsola,Salsola ruthenica,Iljin,https://id.biodiversity.org.au/name/apni/198958,,No
Plantae,Charophyta,Equisetopsida,Solanales,Solanaceae,Nierembergia,Nierembergia caerulea,Miers,https://id.biodiversity.org.au/name/apni/198993,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Rhizanthella,Rhizanthella omissa,D.L.Jones & M.A.Clem.,https://id.biodiversity.org.au/name/apni/199611,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Syzygium,Syzygium fluvicola,(T.G.Hartley & Craven) Craven & Biffin,https://id.biodiversity.org.au/name/apni/202984,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Syzygium,Syzygium lenbrassii,Craven & Biffin,https://id.biodiversity.org.au/name/apni/203009,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Burseraceae,,Haplolobus versteeghii,H.J.Lam,https://id.biodiversity.org.au/name/apni/204742,,No
Plantae,Charophyta,Equisetopsida,Ericales,Ericaceae,Rhododendron,Rhododendron coriifolium,Sleumer,https://id.biodiversity.org.au/name/apni/204869,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Arachnorchis,Arachnorchis cadyi,D.L.Jones,https://id.biodiversity.org.au/name/apni/205219,,No
Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Urochloa,Brachiaria fusiformis,Reeder,https://id.biodiversity.org.au/name/apni/206256,,No
Plantae,Charophyta,Equisetopsida,Malpighiales,Violaceae,,Prosthesia javanica,Blume,https://id.biodiversity.org.au/name/apni/206277,,No
Plantae,Charophyta,Equisetopsida,Malpighiales,Violaceae,Viola,Viola lagaipensis,D.M.Moore,https://id.biodiversity.org.au/name/apni/206278,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Arachnorchis,Arachnorchis whiteheadii,D.L.Jones,https://id.biodiversity.org.au/name/apni/206442,,No
Plantae,,,,Pannariaceae,Pannaria,Pannaria sorediata,C.Knight,https://id.biodiversity.org.au/name/apni/207135,,No
Plantae,Charophyta,Equisetopsida,Piperales,Piperaceae,Peperomia,Peperomia exigua,Miq.,https://id.biodiversity.org.au/name/apni/207948,,No
Plantae,Charophyta,Equisetopsida,Commelinales,Pontederiaceae,Eichhornia,Eichhornia azurea,(Sw.) Kunth,https://id.biodiversity.org.au/name/apni/211511,Anchored water hyacinth,No
Plantae,Charophyta,Equisetopsida,Saxifragales,Haloragaceae,Laudonia,Laudonia aurea,Lindl.,https://id.biodiversity.org.au/name/apni/212511,,No
Plantae,,,,Cladoniaceae,,Clathrina schizopora,(Nyl.) MÃ¼ll.Arg.,https://id.biodiversity.org.au/name/apni/212908,,No
Plantae,,,,Cladoniaceae,Thysanothecium,Thysanothecium nipponicum,Asahina,https://id.biodiversity.org.au/name/apni/213050,,No
Plantae,,,,Pannariaceae,Parmeliella,Parmeliella pycnophora,(Nyl.) R.Sant.,https://id.biodiversity.org.au/name/apni/213225,,No
Plantae,,,,Tricholomataceae,Coriscium,Coriscium neozelandicum,Zahlbr.,https://id.biodiversity.org.au/name/apni/213235,,No
Plantae,Charophyta,Equisetopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amarantus angustifolius,Domin,https://id.biodiversity.org.au/name/apni/213736,,No
Plantae,,,,Polypodiaceae,Polypodium,Polypodium auriculatum,L.,https://id.biodiversity.org.au/name/apni/214226,,No
Plantae,Charophyta,Equisetopsida,Polypodiales,Polypodiaceae,Grammitis,Grammitis taeniophylla,Parris,https://id.biodiversity.org.au/name/apni/215200,,No
Plantae,Charophyta,Equisetopsida,Polypodiales,Grammitidaceae,Oreogrammitis,Oreogrammitis taeniophylla,(Parris) Parris,https://id.biodiversity.org.au/name/apni/215201,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Erythrina,Erythrina corallodendron,L.,https://id.biodiversity.org.au/name/apni/218101,,No
Plantae,Charophyta,Equisetopsida,Ericales,Primulaceae,Lysimachia,Anagallis femina,J.M.Black,https://id.biodiversity.org.au/name/apni/218160,,No
Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Triticum,Triticum junceum,L.,https://id.biodiversity.org.au/name/apni/219412,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Drakaea,Drakaea andrewsiae,Hopper & A.P.Br.,https://id.biodiversity.org.au/name/apni/219740,,No
Plantae,Charophyta,Equisetopsida,Malpighiales,Malpighiaceae,Hiptage,Hiptage madablota,Gaertn.,https://id.biodiversity.org.au/name/apni/219962,,No
Plantae,Charophyta,Equisetopsida,Rosales,Rosaceae,Alchemilla,Alchemilla microcarpa,Boiss. & Reut.,https://id.biodiversity.org.au/name/apni/220656,,No
Plantae,Charophyta,Equisetopsida,Polypodiales,Dryopteridaceae,Dryopteris,Dryopteris dentata,(Forssk.) C.Chr.,https://id.biodiversity.org.au/name/apni/220842,,No
Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Elytrigia,Elytrigia juncea,(L.) Nevski,https://id.biodiversity.org.au/name/apni/221678,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Appendicula,Appendicula bracteosa,Rchb.f.,https://id.biodiversity.org.au/name/apni/222070,,No
Plantae,Charophyta,Equisetopsida,Caryophyllales,Polygonaceae,Muehlenbeckia,Muhlenbeckia cunninghami,F.Muell.,https://id.biodiversity.org.au/name/apni/222140,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Eriostemon,Eriostemon brevifolium,Endl.,https://id.biodiversity.org.au/name/apni/222220,,No
Plantae,Charophyta,Equisetopsida,Caryophyllales,Polygonaceae,Muehlenbeckia,Muhlenbeckia horrida,H.Gross,https://id.biodiversity.org.au/name/apni/222893,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium glomeroides,Ormerod,https://id.biodiversity.org.au/name/apni/222971,,No
Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,Angianthus,Skirrophorus demissus,A.Gray,https://id.biodiversity.org.au/name/apni/224024,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,Pterostylis incognita,(D.L.Jones) G.N.Backh.,https://id.biodiversity.org.au/name/apni/226097,,No
Plantae,Charophyta,Equisetopsida,Ericales,Primulaceae,Embelia,Embelia kuborensis,Sleumer,https://id.biodiversity.org.au/name/apni/227055,,No
Plantae,Charophyta,Equisetopsida,Oxalidales,Oxalidaceae,Oxalis,Oxalis floribunda,Lehm.,https://id.biodiversity.org.au/name/apni/229686,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Pultenaea,Pultenaea angustifolia,F.Muell.,https://id.biodiversity.org.au/name/apni/230217,,No
Plantae,Charophyta,Equisetopsida,Poales,Cyperaceae,Scirpus,Scirpus triqueter,Gren. & Godr.,https://id.biodiversity.org.au/name/apni/230666,,No
Plantae,Charophyta,Equisetopsida,Gentianales,Rubiaceae,Timonius,Timonius akunensis,S.P.Darwin,https://id.biodiversity.org.au/name/apni/231009,,No
Plantae,Charophyta,Equisetopsida,Gentianales,Rubiaceae,Timonius,Timonius reflexus,S.P.Darwin,https://id.biodiversity.org.au/name/apni/231017,,No
Plantae,Charophyta,Equisetopsida,Malpighiales,Malpighiaceae,Stigmaphyllon,Stigmaphyllon mackeeanum,C.E.Anderson,https://id.biodiversity.org.au/name/apni/231058,,No
Plantae,Charophyta,Equisetopsida,Cornales,Hydrangeaceae,Philadelphus,Philadelphus floribundus,Usteri ex Roem.,https://id.biodiversity.org.au/name/apni/231888,,No
Plantae,Charophyta,Equisetopsida,Ericales,Primulaceae,Lysimachia,Anagallis latifolia,L.,https://id.biodiversity.org.au/name/apni/232385,,No
Plantae,Charophyta,Equisetopsida,Oxalidales,Cunoniaceae,Spiraeanthemum,Spiraeanthemum densiflorum,Brongn. & Gris,https://id.biodiversity.org.au/name/apni/232595,,No
Plantae,Charophyta,Equisetopsida,Malpighiales,Salicaceae,Salix,Salix caprea x Salix viminalis,L. x Salix viminalis L.,https://id.biodiversity.org.au/name/apni/232912,,No
Plantae,Charophyta,Equisetopsida,Canellales,Winteraceae,Drimys,Drimys depetala,S.W.L.Jacobs & J.Pickard,https://id.biodiversity.org.au/name/apni/233021,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Metrosideros,Metrosideros florida,Sm.,https://id.biodiversity.org.au/name/apni/233193,,No
Plantae,Charophyta,Equisetopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus drouetii,F.W.Schultz ex Godr.,https://id.biodiversity.org.au/name/apni/233428,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,,Agrostophyllum isuaravum,Ormerod,https://id.biodiversity.org.au/name/apni/233502,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus viminalis x Eucalyptus ovata,Labill. x Eucalyptus ovata Labill.,https://id.biodiversity.org.au/name/apni/233828,,No
Plantae,Charophyta,Equisetopsida,Polypodiales,Dryopteridaceae,Polystichopsis,Polystichopsis aristata,(G.Forst.) Holttum,https://id.biodiversity.org.au/name/apni/234215,,No
Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,Picridium,Picridium vulgare,Desf.,https://id.biodiversity.org.au/name/apni/234763,,No
Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Hierochloe,Hierochloe magellanica,(P.Beauv. ex Roem. & Schult.) Hook.f.,https://id.biodiversity.org.au/name/apni/234873,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Corysanthes,Corysanthes cheesemanii,Hook.f. ex Kirk,https://id.biodiversity.org.au/name/apni/234894,,No
Plantae,Charophyta,Equisetopsida,Rosales,Urticaceae,Laportea,Laportea peltata,Gaudich. ex Decne.,https://id.biodiversity.org.au/name/apni/234895,,No
Plantae,Charophyta,Equisetopsida,Caryophyllales,Caryophyllaceae,Silene,Silene cucubalis,Curtis,https://id.biodiversity.org.au/name/apni/235056,,No
